Drogon.A1ModJulian,Drogon.EarthMJ2000Eq.X,Drogon.EarthMJ2000Eq.Y,Drogon.EarthMJ2000Eq.Z,Drogon.EarthMJ2000Eq.VX,Drogon.EarthMJ2000Eq.VY,Drogon.EarthMJ2000Eq.VZ
21545.05115299827,1344.542492828015,-4766.392457,-4753.130659,7.472749217875116,1.031752876340278,1.06814191984505
21545.05222938237,2031.128736713071,-4645.281197,-4628.641303,7.279525605709772,1.570480178386755,1.606667529324376
21545.05330581177,2696.157431842169,-4474.795638,-4454.816314,7.008953342211532,2.092480457736297,2.128033030343702
21545.0543822467,3332.536877546601,-4256.754447,-4233.515213,6.663910283402565,2.592217550723294,2.626693458821034
21545.05545864085,3933.479614632334,-3993.487755,-3967.109564,6.248069239565282,3.064386555923087,3.097340550391248
21545.05653496518,4492.589211264702,-3687.806229,-3658.451453,5.765851790531373,3.50398064441167,3.534969723167015
21545.05761118967,5003.917838822954,-3342.973784,-3310.845714,5.222388171696332,3.906335681588739,3.934924844931731
21545.05868729214,5462.034368724127,-2962.669522,-2928.011316,4.623460119993186,4.267183867804155,4.292951911608768
21545.05976327492,5862.08683004974,-2550.940463,-2514.033513,3.975428869963427,4.582703659664905,4.605248882952559
21545.06083913958,6199.840510440878,-2112.165715,-2073.32756,3.285180574508844,4.849551072073053,4.86849693338007
21545.06191488932,6471.723829234867,-1651.009253,-1610.590976,2.560052994249737,5.064897471387907,5.079898064307654
21545.06299053631,6674.867143221827,-1172.36702,-1130.750132,1.807752374065375,5.226462000869152,5.23720724499108
21545.06406610811,6807.131016579599,-681.3114722,-638.9043582,1.03626549330848,5.332535694200311,5.338756159137431
21545.06514163304,6867.12342021505,-183.0443509,-140.2782999,0.2537838540979125,5.381996609500534,5.383467992509078
21545.06621713989,6854.214118874999,317.157596981551,359.8327423251866,-0.531383764,5.374322370915818,5.370869517577224
21545.06729264927,6768.542091092942,813.9938665637287,856.1144153966621,-1.310894333,5.309596701023758,5.301097149331039
21545.0683682148,6611.009324251147,1302.214498010099,1343.307883363199,-2.076489812,5.188504801104697,5.174891561305066
21545.06944384793,6383.27876845513,1776.64039274557,1816.230435979151,-2.820031449,5.012331155369751,4.993595231963011
21545.07051958581,6087.749639319949,2232.248377469063,2269.860692598748,-3.533635131,4.782939401070373,4.759131346
21545.07159544508,5727.54099717771,2664.203278563317,2699.370861832931,-4.209722907,4.502758062860708,4.473989069530948
21545.07267142806,5306.462413695238,3067.912934295443,3100.181843340729,-4.841109605,4.174756089281996,4.141198348785948
21545.07374754947,4828.964951295705,3439.087288823551,3468.022260288651,-5.421094825,3.802402995733921,3.764289213373291
21545.0748237981,4300.110630907399,3773.770263650894,3798.960377195409,-5.943511435,3.389643586830327,3.34726593857889
21545.07590016884,3725.506973308717,4068.394075332025,4089.458199068142,-6.402808327,2.94084583906579,2.894554058662425
21545.07697664011,3111.259332271049,4319.811019881903,4336.403134689283,-6.794097364,2.460763196160536,2.410962027257233
21545.07805317339,2463.909040730727,4525.330096525702,4537.144371677061,-7.113207549,1.954486461495716,1.901632379049661
21545.07912974745,1790.343636781033,4682.753724234917,4689.529103479336,-7.356739234,1.42737454425278,1.371971682261439
21545.08020632203,1097.744752524307,4790.39456894763,4791.919107004371,-7.522087671,0.8850153205993794,0.8276108473646206
21545.08128282508,393.5209545765096,4847.097709875451,4843.212518129201,-7.607475529,0.3331753342804085,0.2743541744075289
