Viserion.A1ModJulian,Viserion.EarthMJ2000Eq.X,Viserion.EarthMJ2000Eq.Y,Viserion.EarthMJ2000Eq.Z,Viserion.EarthMJ2000Eq.VX,Viserion.EarthMJ2000Eq.VY,Viserion.EarthMJ2000Eq.VZ
21545.12632325535,-4425.349347,-4579.447684,-2577.401699,1.280111341103628,-4.588232981,5.942574018936678
21545.12739898868,-4283.094653,-4980.833432,-2012.341447,1.778301529254775,-4.041309947,6.205876826805372
21545.12847463131,-4095.386466,-5329.313258,-1425.907963,2.257670967580907,-3.451420524,6.403143712925941
21545.12955011582,-3864.236679,-5621.175682,-824.3834323,2.713076099768032,-2.824894079,6.532252348391827
21545.13062545992,-3592.107505,-5853.344956,-214.1639927,3.139668116306958,-2.168413991,6.591835506026731
21545.13170071709,-3281.883759,-6023.384611,398.2851371133412,3.532919810318206,-1.488962511,6.581272705073958
21545.132775951,-2936.844908,-6129.51071,1006.483385815062,3.888661860433753,-0.793757338,6.500688611089039
21545.13385122064,-2560.634913,-6170.606794,1603.993357412941,4.203121866703783,-0.090182481,6.350950495761285
21545.13492658292,-2157.224165,-6146.23627,2184.48888363149,4.472965859923145,0.6142932244611277,6.133658467014773
21545.13600209683,-1730.866987,-6056.646613,2741.822502696029,4.695334086992538,1.312199269191355,5.85112563333322
21545.13707779688,-1286.068679,-5902.770284,3270.075796618135,4.867865645911898,1.996126418117169,5.506359357889533
21545.13815360378,-827.5792063,-5686.242299,3763.584625466929,4.98871916443339,2.658753096827199,5.103068784511831
21545.1392294162,-360.3074062,-5409.388024,4217.056745277896,5.056621240967097,3.292991057117431,4.64560870664189
21545.14030519903,110.7730721673001,-5075.171775,4625.667231302778,5.070881740508928,3.892115787381135,4.138887263464472
21545.14138092659,580.6552691317959,-4687.166914,4985.079444251642,5.031384366092833,4.449799258096082,3.588322707344375
21545.14245659349,1044.357428648413,-4249.508861,5291.491224128856,4.938580097905132,4.960177347657193,2.999773864163197
21545.14353217843,1496.96001562211,-3766.862274,5541.661454094115,4.793479246374623,5.417888230561615,2.379494083458905
21545.14460766626,1933.667097516899,-3244.362769,5732.950512637702,4.597636823653477,5.818135248481107,1.734053594261906
21545.1456830248,2349.847375381063,-2687.573126,5863.343089268549,4.353138223520806,6.156723849844821,1.070285151505996
21545.14675823004,2741.093357762913,-2102.412403,5931.474146783771,4.062572485250496,6.430111582820064,0.3951996025145146
21545.14783326441,3103.266046031416,-1495.092951,5936.640189444342,3.729003885036857,6.635438740335807,-0.284084003
21545.14890811095,3432.535511357825,-872.0578303,5878.804697382062,3.355941962561667,6.770553092528727,-0.960405436
21545.14998273187,3725.415308852044,-239.9259146,5758.601104107586,2.947315527969531,6.834030599839179,-1.626620825
21545.15105711707,3978.813443736331,394.6059486696959,5577.322567543614,2.507417124389075,6.825195970922942,-2.275704181
21545.15213125702,4190.05522374782,1024.817751169385,5336.907668274715,2.040869668728235,6.744125765226952,-2.900800383
21545.15320513713,4356.910791480761,1644.033420532456,5039.922222137318,1.552584402807739,6.59165222280336,-3.495291773
21545.1542787615,4477.622417672456,2245.704609293532,4689.525974963026,1.047701843995204,6.369355510229938,-4.052879887
21545.15535211924,4550.918180315531,2823.460387951446,4289.449005208241,0.5315556769120753,6.079557033361914,-4.567633848
21545.15642522242,4576.029650991121,3371.195545607392,3843.940028490028,0.009600531669604978,5.725291912814349,-5.034074244
21545.15749808809,4552.696650863605,3883.124040364107,3357.726104486918,-0.512636516,5.31028333071646,-5.447223209
21545.15857074396,4481.169378073778,4353.842149398432,2835.959842346082,-1.029617184,4.838904268219033,-5.802662348
21545.15964319946,4362.208236358268,4778.373171430192,2284.179418277432,-1.535837931,4.316147358401981,-6.096574947
21545.16071547413,4197.07567680112,5152.234301241169,1708.23710669502,-2.02590472,3.747562762293293,-6.325802937
21545.16178760566,3987.519536193237,5471.485059539793,1114.2313775392,-2.494596681,3.139192600568215,-6.487884161
21545.1628596389,3735.754142597199,5732.762637301031,508.4471932810042,-2.936919022,2.497509280554727,-6.581077011
21545.16393160394,3444.442297917592,5933.312401223297,-102.6981279,-3.34815072,1.829357423467397,-6.604380388
21545.16500354377,3116.660956859974,6071.024259770757,-712.7385289,-3.72390975,1.141861081749545,-6.557549131
21545.16607549523,2755.873122708952,6144.450484018937,-1315.217204,-4.060194918,0.4423547924353468,-6.441095537
21545.16714749597,2365.889293427234,6152.822370164044,-1903.75914,-4.353433355,-0.261703609,-6.256283152
21545.1682195949,1950.822557200695,6096.056618308563,-2472.144039,-4.600521414,-0.962823897,-6.00510739
21545.16929182609,1515.05457703353,5974.755655089145,-3014.357653,-4.798850438,-1.653549838,-5.690275182
21545.17036422327,1063.184332488381,5790.2017115911,-3524.663297,-4.946337705,-2.326550817,-5.315170015
21545.17143679665,599.989548831745,5544.348149609859,-3997.651999,-5.041444261,-2.974687374,-4.883820406
21545.17250958088,130.355902869653,5239.789151907394,-4428.321543,-5.083193907,-3.591116902,-4.400834533
21545.17358260745,-340.7628643,4879.734533660089,-4812.113941,-5.071173997,-4.16934612,-3.871354759
21545.17465587689,-808.3842638,4467.987352369449,-5144.954516,-5.005538223,-4.703282986,-3.301015572
21545.17572939207,-1267.563887,4008.895319466368,-5423.308783,-4.887003573,-5.187317172,-2.695867533
21545.17680316249,-1713.448756,3507.301667433859,-5644.218736,-4.716837273,-5.616374956,-2.062308862
21545.17787718652,-2141.320256,2968.501979180933,-5805.328832,-4.496842692,-5.985959219,-1.407028637
21545.17895145878,-2546.6466,2398.186560845421,-5904.913362,-4.22933885,-6.292195713,-0.736934866
21545.18002595302,-2925.124398,1802.391204573911,-5941.894967,-3.91714135,-6.531866321,-0.05909619
21545.18110066082,-3272.738291,1187.413741769084,-5915.859762,-3.563523874,-6.702450279,0.6193524948232995
21545.18217556337,-3585.792634,559.7633932302992,-5827.059772,-3.172192767,-6.802140614,1.291262932705556
21545.18325063367,-3860.952517,-73.90777062,-5676.413407,-2.74725172,-6.829865538,1.949545575083964
21545.18432585333,-4095.284081,-706.8843423,-5465.495143,-2.293155805,-6.78530203,2.587250600653765
21545.18540121218,-4286.284351,-1332.457837,-5196.517707,-1.814667391,-6.668878928,3.197636826119217
21545.18647668292,-4431.903843,-1943.982549,-4872.316206,-1.316821057,-6.481778912,3.774226198191453
21545.18755224498,-4530.57463,-2534.960086,-4496.314964,-0.804863872,-6.22593024,4.310885910754424
21545.18862786856,-4581.226459,-3099.100208,-4072.497486,-0.284209762,-5.903995062,4.801886468889538
21545.18970355268,-4583.300841,-3630.408197,-3605.349888,0.2396346832062971,-5.519334877,5.241982027370686
21545.19077928409,-4536.754645,-4123.227023,-3099.828657,0.761108405526569,-5.075989992,5.626449439841478
21545.19185504855,-4442.063475,-4572.305437,-2561.30512,1.274660919739483,-4.578638954,5.951149534906407
21545.19293076435,-4300.228264,-4972.832674,-1995.544226,1.774783000696882,-4.032587098,6.212562956357051
21545.19400638937,-4112.758853,-5320.540331,-1408.589567,2.256121562713929,-3.443663642,6.40787040023285
21545.19508187034,-3881.661327,-5611.728824,-806.7207335,2.713517862296484,-2.818179268,6.534972095053397
21545.19615721496,-3609.398542,-5843.325487,-196.3427328,3.142097013329747,-2.162811399,6.592519608728811
21545.19723247562,-3298.856739,-6012.899177,416.0770159399153,3.537310055495711,-1.484531018,6.579913705322603
21545.19830770068,-2953.323731,-6118.669407,1024.049621863122,3.89496186933758,-0.790553313,6.497302195401303
21545.19938296498,-2576.444065,-6159.525961,1621.14920027603,4.211265769911066,-0.088239095,6.345573845976546
21545.20045832443,-2172.195305,-6135.034326,2201.05335327557,4.482867842285721,0.6149557985492619,6.126349719977288
21545.20153383979,-1744.839682,-6045.442721,2757.621722748598,4.706889974161684,1.311575885259383,5.841962604369001
21545.20260955202,-1298.890069,-5891.681856,3284.946763948401,4.880954231308173,1.99422980278006,5.495436640242768
21545.20368538381,-839.107446,-5675.383265,3777.374132876554,5.003201647954174,2.655610519749393,5.090497260154841
21545.20476121133,-370.4241448,-5398.874172,4229.612707531697,5.07234126736473,3.288629437715176,4.63152507114031
21545.20583700547,102.173489434388,-5065.11483,4636.853964045808,5.087671299000775,3.886579244995927,4.123442564667703
21545.20691274991,573.6663538612801,-4677.670701,4994.77922123243,5.049064164259743,4.443149578313735,3.571677632216808
21545.20798843384,1039.053082632121,-4240.672776,5299.599845914227,4.956961197860286,4.95248494851357,2.982103924786224
21545.20906403582,1493.39603787557,-3758.778757,5548.091486566868,4.812365239606474,5.409234363627706,2.360985407792881
21545.21013953516,1931.878446728053,-3237.119075,5737.631406122533,4.616827005394638,5.808609185372214,1.714904301707719
21545.21121488345,2349.844175378067,-2681.25676,5866.222227074178,4.372433338911899,6.146420095172235,1.050710348799432
21545.21229009251,2742.880820847335,-2097.082845,5932.522867029319,4.081764377044599,6.419144415205492,0.3753967764571089
21545.21336512616,3106.823218290233,-1490.808844,5935.847166950301,3.747889676834528,6.623923497237464,-0.303903587
21545.21443995722,3437.820012483096,-868.8728909,5876.179683396376,3.374326069384527,6.758610423316946,-0.98002392
21545.21551456716,3732.372784385807,-237.8711521,5754.173017274598,2.96500134012288,6.821788713515275,-1.645834584
21545.21658893859,3987.36971598756,395.5073696883882,5571.139981650563,2.524217919115546,6.812785300807565,-2.294309181
21545.21766306363,4200.119765785255,1024.555937453037,5329.037684970773,2.056607462230825,6.731678646749783,-2.91859985
21545.21873693807,4368.378626208459,1642.616830033538,5030.446755979717,1.567087659414325,6.579299622249785,-3.512102804
21545.21981054982,4490.371029296993,2243.144617791585,4678.548179479032,1.06081943124241,6.357229412117445,-4.068520613
21545.22088389981,4564.812947508884,2819.787113927379,4277.084234749927,0.5431457969944072,6.067784877814296,-4.581940605
21545.22195698789,4590.923176504566,3366.444469086112,3830.323009720694,0.0195436322216236,5.714001094157378,-5.046891526
21545.22302984607,4568.431366121663,3877.349645143756,3342.998605778656,-0.504449592,5.299591509978385,-5.458417511
21545.22410246653,4497.581004346777,4347.094116968591,2820.292459805921,-1.023259646,4.828938383811589,-5.812105352
21545.22517489018,4379.124957831265,4770.726921843621,2267.738409186356,-1.531378941,4.307014979061752,-6.104169479
21545.22624714478,4214.318485959026,5143.777231802911,1691.191916287843,-2.023396908,3.739357768256174,-6.331472667
21545.22731926817,4004.904535982358,5462.31166239208,1096.756936585549,-2.494071428,3.131997764009454,-6.49157144
21545.22839129513,3753.097153495214,5722.971098271645,490.7281685601585,-2.938381832,2.491401848691981,-6.582742893
21545.22946325968,3461.558346273793,5923.007929304101,-120.4768057,-3.351587324,1.824400618188676,-6.604007532
21545.23053520135,3133.368091909147,6060.316310616437,-730.3893799,-3.729283325,1.138107885044528,-6.555141542
21545.23160716121,2771.99211427218,6133.452695772338,-1332.556456,-4.067449248,0.4398425099063473,-6.436678321
21545.23267917719,2381.246600627221,6141.650411150335,-1920.606225,-4.362491752,-0.262951216,-6.249901949
21545.23375128263,1965.258507494875,6084.828205801873,-2488.315142,-4.611284175,-0.9627865,-5.996831957
21545.23482352635,1528.413723348478,5963.588714775875,-3029.683966,-4.81120363,-1.652230596,-5.680192458
21545.23589593116,1075.327049000427,5779.21476761512,-3538.979453,-4.960148723,-2.323959824,-5.303389358
21545.23696853188,610.7785394273239,5533.65244011016,-4010.814214,-5.056567604,-2.970863406,-4.870459425
21545.2380413553,139.671312257478,5229.492130847005,-4440.19291,-5.099467347,-3.586105978,-4.386028327
21545.23911440217,-333.0116881,4869.948827425563,-4822.559237,-5.088422588,-4.16318969,-3.855267907
21545.24018769218,-802.2796942,4458.815301543649,-5153.861548,-5.02357797,-4.696046,-3.283817717
21545.2412612202,-1263.167374,4000.43639676757,-5430.579637,-4.905643151,-5.17907257,-2.677744378
21545.24233500396,-1710.807256,3499.644791444449,-5649.77538,-4.735878573,-5.607210484,-2.043451225
21545.24340903007,-2140.457471,2961.733624825424,-5809.10977,-4.516085813,-5.975968403,-1.387642019
21545.24448329969,-2547.570454,2392.381226996549,-5906.87812,-4.248581266,-6.281484221,-0.717226424
21545.24555780963,-2927.832031,1797.600458468773,-5942.02312,-3.936173695,-6.520552435,-0.039261767
21545.24663252736,-3277.198857,1183.691316389577,-5914.148327,-3.582144963,-6.690651749,0.639100675227257
21545.24770743699,-3591.95789,557.1503203401921,-5823.525834,-3.19020507,-6.789981213,1.310715243244728
21545.24878251351,-3868.75674,-75.38323424,-5671.093455,-2.76446344,-6.817473035,1.968496489106397
21545.24985774412,-4104.645225,-707.2091782,-5458.443435,-2.309381123,-6.772806108,2.605502768696379
21545.25093309238,-4297.098971,-1331.615877,-5187.813381,-1.829742534,-6.656412913,3.214984878611179
21545.25200855759,-4444.058683,-1941.985582,-4862.050582,-1.330583111,-6.469474471,3.790489550234369
21545.25308410042,-4543.940123,-2531.821865,-4484.602194,-0.817172646,-6.213921371,4.325885549859766
21545.25415972172,-4595.662694,-3094.863264,-4059.456198,-0.29492594,-5.892405162,4.815471378196444
21545.25523539616,-4598.654667,-3625.113691,-3591.121807,0.2306217561129774,-5.508289469,5.254004194004841
21545.25631110575,-4552.86442,-4116.926079,-3084.571322,0.7538888594092793,-5.065612402,5.636776770318224
21545.25738685912,-4458.758608,-4565.070505,-2545.176365,1.269316814094507,-4.569036411,5.959676117725121
21545.25846255482,-4317.333501,-4964.738064,-1978.720949,1.771366815734158,-4.02386772,6.219196210901329
21545.25953816223,-4130.093516,-5311.674401,-1391.250168,2.25467065624421,-3.435920927,6.412541545262878
21545.26061363253,-3899.040992,-5602.18904,-789.0463358,2.714050306424353,-2.811493461,6.537633579781708
21545.26168898323,-3626.634909,-5833.217318,-178.5120634,3.144613107738749,-2.157244852,6.593144513362741
21545.26276425294,-3315.765555,-6002.329563,433.8759141796057,3.541782734940888,-1.480142016,6.578494477903283
21545.26383948739,-2969.724944,-6107.749561,1041.6275028597,3.901342251821386,-0.787389327,6.493853090647779
21545.26491475936,-2592.163836,-6148.370815,1638.317937766866,4.219484290257177,-0.086336027,6.340131285816722
21545.26599012188,-2187.068331,-6123.76189,2217.627664884735,4.492835173389131,0.6155736141159294,6.118972589348193
21545.26706563864,-1758.708743,-6034.17287,2773.424360607966,4.71849962579569,1.310899879970397,5.832730485799068
21545.26814134683,-1311.610217,-5880.535497,3299.807018020157,4.894082213302997,1.992263157985181,5.484450515873164
21545.26921719322,-850.5357219,-5664.475474,3791.142537486523,5.017710873770565,2.652385440368965,5.077868012363454
21545.27029303252,-380.4403926,-5388.320433,4242.140959690995,5.088076369075759,3.284178272634638,4.617387929976987
21545.27136884576,93.67873299927822,-5055.023913,4648.010907097103,5.104464321209332,3.880953267927453,4.107943952604777
21545.27244460642,566.7817909640194,-4668.149266,5004.444113017837,5.066735511334942,4.436406733987375,3.554982663452572
21545.27352030635,1033.851363020702,-4231.820709,5307.668823260068,4.97532212205917,4.944696544268849,2.964388889143637
21545.27459591019,1489.925991420098,-3750.695354,5554.474774876434,4.831221873891633,5.400477146221928,2.342445326140291
21545.27567141064,1930.17637821505,-3229.890308,5742.261327126536,4.635979406784801,5.798976782552077,1.695735413758349
21545.27674677961,2349.935291766621,-2674.948694,5869.051632614856,4.391673292914051,6.136021074885485,1.031102535483196
21545.27782199249,2744.756998823697,-2091.770382,5933.519042402887,4.100890636101838,6.408083447893837,0.3555667367219376
21545.27889701681,3110.459744352603,-1486.555356,5934.999595988011,3.766702895861495,6.612315552715096,-0.323738859
21545.27997184131,3443.179287351161,-865.7217636,5873.498234708503,3.392625669264039,6.746579866575588,-0.999657426
21545.28104644954,3739.399156055513,-235.8526982,5749.686105322155,2.982590872783208,6.809463492022996,-1.665062565
21545.28212081107,3995.986402386444,396.3672465713955,5564.896837059722,2.540913431291829,6.800295708338023,-2.312923948
21545.28319490973,4210.232555871607,1024.23887348721,5321.109508595011,2.072238741027986,6.719158995590936,-2.936395672
21545.28426875697,4379.881630025307,1641.126362069321,5020.920322550847,1.581489443715582,6.56688491883875,-3.52889205
21545.28534234194,4503.143882243501,2240.497648341824,4667.526738892157,1.073838839551118,6.345053333015585,-4.084126796
21545.28641567079,4578.722079237092,2816.015703172085,4264.684588214686,0.5546419944914928,6.05597694347804,-4.596201896
21545.28748874699,4605.822278244578,3361.594080714652,3816.674136035136,0.02939009499583191,5.702684733730091,-5.059660899
21545.28856157724,4584.163550480538,3871.464774418438,3328.253531789601,-0.496349453,5.288894071836118,-5.469553203
21545.28963419394,4513.979263664429,4340.248916135009,2804.597157286593,-1.017003278,4.818964866585303,-5.821497592
21545.29070661281,4396.015429029022,4762.99341673628,2251.260073755089,-1.527031655,4.297872342265195,-6.111716892
21545.29177885736,4231.523095067017,5135.235680767485,1674.108491304025,-2.02100167,3.731147058480254,-6.337093075
21545.29285096723,4022.242285282462,5453.052264780329,1079.25204620312,-2.493651448,3.124810056065707,-6.495204651
21545.29392298471,3770.384244765414,5713.093996272653,472.9856761864268,-2.939942632,2.485313325555599,-6.584351345
21545.29499493952,3478.612396070488,5912.618643803768,-138.2682359,-3.355111541,1.819478294930331,-6.603574996
21545.29606686758,3150.010440771575,6049.525672346376,-748.0386532,-3.734731739,1.134408709266392,-6.55267437
21545.29713883295,2788.040757268616,6122.377539429288,-1349.887011,-4.074769739,0.4373953689597995,-6.432202438
21545.29821086137,2396.528843367217,6130.407578425483,-1937.437719,-4.371607216,-0.264123301,-6.24346395
21545.29928299087,1979.607497019432,6073.534819548724,-2504.474557,-4.622098803,-0.962677221,-5.988497145
21545.30035524314,1541.683205411485,5952.364362789586,-3044.991196,-4.823597822,-1.650829873,-5.670053326
21545.30142766596,1087.372314440774,5768.176177296695,-3553.276134,-4.973991465,-2.321287586,-5.29155088
21545.30250028397,621.4719942741843,5522.915467607461,-4023.947431,-5.071710743,-2.966946771,-4.857047462
21545.30357310878,148.9064496788759,5219.174361479269,-4452.016349,-5.115749028,-3.580977125,-4.371192631
21545.30464616939,-325.3382849,4860.155774227112,-4832.951896,-5.105670457,-4.156910201,-3.839160566
21545.3057194693,-796.2478326,4449.65168179943,-5162.711254,-5.041609041,-4.688680731,-3.266611342
21545.30679301839,-1258.845924,3991.99407767576,-5437.794531,-4.924264706,-5.170704848,-2.6596145
21545.30786682389,-1708.242244,3492.011793103849,-5655.277161,-4.754891862,-5.597928573,-2.024588197
21545.30894087267,-2139.676255,2954.989279358072,-5812.838065,-4.535287662,-5.965869992,-1.368243512
21545.31001516123,-2548.57956,2386.598060208155,-5908.790717,-4.267767499,-6.270673931,-0.69749857
21545.31108967048,-2930.613712,1792.85015863023,-5942.097507,-3.955145515,-6.509139689,-0.019424299
21545.31216438125,-3281.722248,1180.028048938094,-5912.384054,-3.600703263,-6.678757381,0.6588351771707495
21545.31323927968,-3598.174768,554.6157006385785,-5819.942681,-3.208154708,-6.777732141,1.330136640770009
21545.31431434375,-3876.602035,-76.76136168,-5665.730598,-2.781614579,-6.805000417,1.987399826546684
21545.31538955401,-4114.035344,-707.4114497,-5451.360525,-2.325555114,-6.760243922,2.623684568075442
21545.31646489577,-4307.938274,-1330.648227,-5179.083433,-1.844761445,-6.64389436,3.23226165651388
21545.31754034946,-4456.232153,-1939.855401,-4851.76806,-1.344289224,-6.457133312,3.806676007004059
21545.31861588786,-4557.319975,-2528.555688,-4472.874257,-0.82941653,-6.201887183,4.3408138331205
21545.31969149713,-4610.106929,-3090.491747,-4046.410516,-0.305580688,-5.88080787,4.828979352206489
21545.3207671611,-4614.01075,-3619.684285,-3576.896875,0.2216704462104726,-5.497252368,5.265949017691909
21545.32184286114,-4568.969904,-4110.49712,-3069.318351,0.7467367518618057,-5.055253107,5.647031562977314
21545.32291860374,-4475.443172,-4557.710078,-2529.058538,1.264039413972946,-4.559466539,5.968131122341203
21545.32399428386,-4334.421332,-4956.523259,-1961.912769,1.768017787742796,-4.015192787,6.225760494504165
21545.32506988204,-4147.403001,-5302.695544,-1373.927557,2.253288181565293,-3.428231435,6.41714707071513
21545.32614536185,-3916.384531,-5592.546773,-771.3833196,2.714656296126574,-2.804861506,6.540233392021937
21545.32722070641,-3643.831846,-5823.009925,-160.7054044,3.147193494548942,-2.151751203,6.593709132354187
21545.32829596975,-3332.633906,-5991.666044,451.6365771942383,3.54630940800392,-1.475846732,6.577018743564612
21545.32937121352,-2986.080915,-6096.744989,1059.162063070105,3.907771699572098,-0.784329387,6.490352143556267
21545.33044649201,-2607.834463,-6137.141033,1655.438146915219,4.227746128910412,-0.084546908,6.334642314955979
21545.33152186942,-2201.883858,-6112.425154,2234.155636460664,4.50284272541179,0.6160772210203539,6.111552057511932
21545.33259739107,-1772.515453,-6022.849259,2789.178632375666,4.730143352350972,1.310105161094144,5.823459495718359
21545.33367311165,-1324.258224,-5869.34385,3314.623341,4.907239247378532,1.99018256510952,5.473425505995616
21545.33474896784,-861.8915942,-5653.534314,3804.861506313331,5.032240337467593,2.64903895476843,5.065207047449173
21545.3358248232,-390.3808304,-5377.743565,4254.618765520981,5.103823523710996,3.279604977420167,4.603222955736126
21545.33690064615,85.25640700664734,-5044.92448,4659.111722658151,5.121260790351075,3.875198142859741,4.092428043299356
21545.33797643016,559.9727788489425,-4658.628629,5014.053706372005,5.084401616244475,4.429537989994858,3.538273063282471
21545.33905213832,1028.721001582986,-4222.984452,5315.679408848419,4.993670076927173,4.936779522300673,2.946669976628774
21545.34012775405,1486.529929718853,-3742.634938,5560.801628404109,4.850055886646269,5.391597807671632,2.323902097804058
21545.34120326227,1928.548485491927,-3222.692406,5746.835780444566,4.655099505454702,5.789227828933542,1.676565733142551
21545.34227862839,2350.088297296653,-2668.694627,5871.823663342529,4.410878516566046,6.125502973225962,1.011514904252801
21545.34335383867,2746.689243412811,-2086.526231,5934.459817530249,4.119977152084195,6.396908768564423,0.3357673298800942
21545.34442886481,3114.151974549773,-1482.373977,5934.099457639649,3.785466494539701,6.600604048135811,-0.343544427
21545.34550368279,3448.589359350252,-862.6519304,5870.767268623341,3.41086953539135,6.73445451824796,-1.019255445
21545.34657827428,3746.466989190926,-233.9327139,5745.155418398573,3.000125127600714,6.797052863862463,-1.68424043
21545.34765262948,4004.639969767436,397.1233818358994,5558.614103604781,2.55754769627404,6.787732223697642,-2.331486008
21545.34872672118,4220.379785193653,1023.823071487627,5313.141965035395,2.087796211450327,6.706575546695503,-2.954145566
21545.34980055822,4391.414328819473,1639.541452873721,5011.353857521066,1.595805972583428,6.554415036491536,-3.545640231
21545.35087412715,4515.939325179275,2237.757561625861,4656.465550355033,1.086764923600042,6.332830565957196,-4.099692926
21545.3519474267,4592.644599551842,2812.143133302374,4252.252413030349,0.5660467863698032,6.044135622190264,-4.610415115
21545.35302048328,4620.726189941282,3356.636199895977,3803.00077347314,0.03914791362637145,5.691349478836732,-5.07237557
21545.35409329956,4599.891688066429,3865.477649267801,3313.482608593518,-0.488344815,5.278184355730392,-5.48063665
21545.35516590024,4530.365727728579,4333.295783004381,2788.887158636779,-1.010835534,4.808996507684199,-5.8308312
21545.35623830387,4412.887342499225,4755.14916114327,2234.778083597329,-1.522766246,4.288752512763438,-6.119201757
21545.35731054295,4248.700871646785,5126.587561943806,1657.024723065931,-2.018687788,3.722969226151545,-6.342651641
21545.35838265247,4039.542982994195,5443.693471957355,1061.745145938975,-2.493314947,3.117659605873823,-6.498777819
21545.35945466923,3787.624541843493,5703.123357432844,455.2417606208061,-2.941585717,2.479267931480081,-6.585900283
21545.36052662672,3495.608692944797,5902.142263524048,-156.0626697,-3.358716833,1.814601763822429,-6.603082923
21545.3615985744,3166.577121552541,6038.655892072968,-765.7042249,-3.740265347,1.130743628469048,-6.550144973
21545.36267054576,2804.006084022065,6111.22683012997,-1367.228286,-4.082166443,0.4349909339184073,-6.427662732
21545.36374258035,2411.723523010217,6119.09368457761,-1954.270581,-4.380787346,-0.26524011,-6.236962553
21545.36481471802,1993.869720525713,6062.177181954025,-2520.621233,-4.632964401,-0.962494493,-5.980103371
21545.36588699351,1554.855526018336,5941.080805659703,-3060.287458,-4.836035213,-1.649358012,-5.659852241
21545.36695943148,1099.318121828791,5757.085853392658,-3567.554844,-4.987865756,-2.31853604,-5.279653129
21545.3680320629,632.0652611744712,5512.135376836389,-4037.055627,-5.086873655,-2.962943041,-4.843580285
21545.36910493181,158.0211651689107,5208.808569710191,-4463.825861,-5.132039638,-3.575780416,-4.356284582
21545.37017801524,-317.789555,4850.31798803019,-4843.326972,-5.122913168,-4.15056242,-3.822978177
21545.37125135209,-790.351358,4440.438962457632,-5171.544086,-5.059618496,-4.681255201,-3.24931744
21545.37232493034,-1254.660661,3983.504923736504,-5444.986316,-4.942848266,-5.162274994,-2.6413948
21545.37339875711,-1705.809062,3484.338216551447,-5660.747489,-4.773851934,-5.588579345,-2.00563873
21545.37447281885,-2139.017489,2948.215851833714,-5816.525855,-4.554423774,-5.955696945,-1.348768621
21545.37554710531,-2549.696656,2380.804279463771,-5910.654652,-4.286880075,-6.259780779,-0.677712554
21545.37662161401,-2933.496028,1788.096906542364,-5942.1181,-3.974031723,-6.497643355,0.0004655847690627768
21545.37769633239,-3286.342339,1176.36118369167,-5910.560582,-3.619159858,-6.666781367,0.6786248835138504
21545.37877122792,-3604.480683,552.0801982693509,-5816.294594,-3.225988991,-6.765401945,1.349611376317821
21545.37984629048,-3884.527804,-78.13928622,-5660.296349,-2.798636326,-6.792446919,2.006355442025757
21545.38092150151,-4123.49773,-707.6183903,-5444.196989,-2.341581988,-6.747599718,2.641922528887773
21545.38199684116,-4318.836503,-1329.680135,-5170.266869,-1.859623751,-6.631293065,3.249587538680397
21545.3830722841,-4468.449769,-1937.717551,-4841.394609,-1.357832468,-6.444709732,3.822901844812458
21545.38414781556,-4570.728438,-2525.272916,-4461.053169,-0.841494545,-6.189772541,4.355769733300647
21545.38522341167,-4624.564181,-3086.095704,-4033.270121,-0.316067728,-5.8691328,4.842503686047446
21545.38629906076,-4629.364285,-3614.221196,-3562.57825,0.2128852836669417,-5.486142379,5.277897624565499
21545.38737475801,-4585.056993,-4104.030865,-3053.96854,0.7397529260945187,-5.044822193,5.657281610104096
21545.38845048584,-4492.094249,-4550.304355,-2512.84691,1.258925387013879,-4.549831618,5.976569262054153
21545.38952615122,-4351.460562,-4948.257674,-1945.012428,1.76482778703854,-4.006457882,6.232297463740701
21545.39060173555,-4164.650284,-5293.659264,-1356.518376,2.252056273701707,-3.420490693,6.421714218957502
21545.39167720989,-3933.655747,-5582.839003,-753.6462202,2.715398715105579,-2.798194079,6.542783862883364
21545.39275255815,-3660.941517,-5812.735919,-142.8240284,3.149905119013745,-2.146223698,6.59421635761542
21545.3938278295,-3349.398877,-5980.934959,469.474408309379,3.550961731262222,-1.471516262,6.575476678504199
21545.39490307102,-3002.326306,-6085.669164,1076.760743148679,3.914310637591891,-0.781249707,6.486777698586199
21545.3959783481,-2623.38784,-6125.838488,1672.61097204318,4.236102025085722,-0.082751513,6.329074323226751
21545.3970537315,-2216.577474,-6101.015933,2250.72391013698,4.512928368366457,0.6165729333516853,6.104049026672386
21545.39812926956,-1786.188923,-6011.452979,2804.971127073617,4.741853009234265,1.309301647115284,5.814098421123344
21545.39920499703,-1336.769901,-5858.081687,3329.46669971952,4.92044587395344,1.988081450461148,5.462308490372808
21545.4002808651,-873.1063301,-5642.524449,3818.599717353864,5.046803764866234,2.64566522737119,5.052450652495279
21545.40135673126,-400.1800045,-5367.10238,4267.104741523311,5.119588153747118,3.274993731282972,4.58896324221256
21545.40243257431,76.98084800765952,-5034.761135,4670.215502742411,5.138058452225316,3.869403468976361,4.076811821813704
21545.40350837032,553.3049298047341,-4649.052454,5023.653418769393,5.102052867992755,4.422616992286778,3.521469390205552
21545.40458409244,1023.732191216341,-4214.095364,5323.672867507459,5.011986548525377,4.928806775879495,2.928855354283485
21545.40565971915,1483.271403466684,-3734.527581,5567.102346905192,4.868842601637489,5.382656669619613,2.30526613322556
