Rhaegal.A1ModJulian,Rhaegal.EarthMJ2000Eq.X,Rhaegal.EarthMJ2000Eq.Y,Rhaegal.EarthMJ2000Eq.Z,Rhaegal.EarthMJ2000Eq.VX,Rhaegal.EarthMJ2000Eq.VY,Rhaegal.EarthMJ2000Eq.VZ
21545.09089343399,-711.5064957,-6459.932956,2185.369553440115,6.824140940082613,-1.740807599,-2.939456724
21545.09196631873,-76.26831849,-6586.697813,1901.732084853135,6.869367764916955,-0.991753058,-3.174770634
21545.09303898645,559.6517141062726,-6643.460475,1597.891405466359,6.84160928218816,-0.232058222,-3.376287993
21545.09411144005,1189.499733014448,-6629.638139,1277.089241535543,6.741159538966047,0.5301731159684496,-3.541852146
21545.0951837334,1806.618329478566,-6545.395029,942.7311314910221,6.569085265524776,1.286841364968373,-3.669698523
21545.09625587436,2404.460130620885,-6391.641215,598.3790580753948,6.327224214192384,2.029870308821971,-3.758459345
21545.097327905,2976.703172695612,-6170.018718,247.6892520942919,6.018155635086517,2.751351387936602,-3.807189739
21545.09839986229,3517.294250530691,-5882.885121,-105.6144771,5.645177228544931,3.443601627490248,-3.815372595
21545.09947179678,4020.521580610991,-5533.283637,-457.7859986,5.212263201171202,4.099258839014904,-3.782924441
21545.10054373852,4481.057998862059,-5124.92119,-805.0850232,4.724033968450716,4.711339928086421,-3.710196697
21545.10161573553,4894.034838632299,-4662.117258,-1143.828979,4.185690587570641,5.273339831588566,-3.597970645
21545.10268783687,5255.08337473132,-4149.762443,-1470.425807,3.602963302337533,5.779289330295637,-3.447447811
21545.10376005097,5560.369017225919,-3593.289608,-1781.399545,2.98207388125177,6.223801648913949,-3.260244117
21545.1048324215,5806.657493219928,-2998.580915,-2073.450135,2.329626794185832,6.60216560056561,-3.038361296
21545.10590497724,5991.331595570571,-2371.929625,-2343.472844,1.652564321693569,6.910370709263975,-2.784171247
21545.1069777555,6112.424370569631,-1719.961763,-2588.597294,0.9580780007453509,7.145156863138798,-2.500385309
21545.10805076547,6168.635958849151,-1049.588974,-2806.209433,0.2535552714262523,7.304039301454305,-2.190034259
21545.10912402436,6159.353956511184,-367.9148128,-2993.988414,-0.453522122,7.385343650487006,-1.85642682
21545.11019753855,6084.658974687292,317.8286168355006,-3149.927424,-1.155645427,7.388218627497452,-1.503119116
21545.11127130189,5945.327016536691,1000.35578484971,-3272.356218,-1.845357221,7.312646373788501,-1.133877869
21545.11234530877,5742.821823330893,1672.413559712754,-3359.961584,-2.515338787,7.159442215234797,-0.752636044
21545.11341957315,5479.273695597607,2326.869696895635,-3411.801727,-3.158497768,6.930238741647551,-0.36344389
21545.11449406665,5157.471614301639,2956.750673574763,-3427.313033,-3.76800459,6.627479500358592,0.02955145535774474
21545.11556876859,4780.825967538452,3555.348062073711,-3406.321334,-4.337395687,6.254387067195568,0.4221673124179495
21545.11664367439,4353.326409998162,4116.293620975151,-3349.041862,-4.860643433,5.814921623219651,0.8102326885678577
21545.11771874979,3879.516912133519,4633.602988770035,-3256.078982,-5.33219588,5.313756618773678,1.189615457192462
21545.11879398997,3364.423955585758,5101.770319345574,-3128.416655,-5.747063119,4.756205410572653,1.556286885631909
21545.11986936148,2813.528259072079,5515.799366142382,-2967.412887,-6.100843989,4.148192247108562,1.906343544807957
21545.1209448366,2232.691805945112,5871.274807892399,-2774.782974,-6.389788792,3.496175161398876,2.236060946916137
21545.12202040287,1628.088590114599,6164.410719445468,-2552.578144,-6.610839245,2.807070454579852,2.541935230595832
21545.12309604432,1006.14815199298,6392.0833892404,-2303.16622,-6.761654396,2.088190525472896,2.82071397573466
21545.12417174617,373.4846005325042,6551.866490455787,-2029.205602,-6.840637364,1.347164433303317,3.069432289981434
21545.12524747962,-263.1649573,6642.056098026997,-1733.621119,-6.846953156,0.5918682223981047,3.285441613023535
21545.12632325535,-897.0440183,6661.692990922341,-1419.557897,-6.780538115,-0.169696077,3.466448735409815
21545.12739898868,-1521.370159,6610.571029723808,-1090.386826,-6.6421101,-0.929390889,3.61051838284209
21545.12847463131,-2129.487496,6489.251496297614,-749.6315255,-6.433163077,-1.679124724,3.716121764688948
21545.12955011582,-2714.90803,6299.056448931157,-400.9454162,-6.155955064,-2.410902968,3.782144876201396
21545.13062545992,-3271.437924,6042.031511821217,-48.03736299,-5.813452601,-3.116985474,3.80790488700347
21545.13170071709,-3793.208746,5720.913392135041,305.3534326186748,-5.409292922,-3.789929035,3.79314301566296
21545.132775951,-4274.720576,5339.100576880752,655.487624145566,-4.947747591,-4.422643746,3.738022032327001
21545.13385122064,-4710.889662,4900.622405249063,998.6586598149316,-4.433683644,-5.008454977,3.64312406478527
21545.13492658292,-5097.101505,4410.098367522124,1331.231206658595,-3.872513752,-5.541173053,3.509444999876659
21545.13600209683,-5429.259226,3872.68997475073,1649.679275828445,-3.270139303,-6.015158037,3.338383897617941
21545.13707779688,-5703.818711,3294.063278384574,1950.614679133166,-2.632906393,-6.425366832,3.131733936030225
21545.13815360378,-5917.816678,2680.388285781145,2230.801562507183,-1.967601197,-6.767386462,2.891689347337036
21545.1392294162,-6068.945591,2038.234155171117,2487.223822055773,-1.281331192,-7.037537883,2.620814476848814
21545.14030519903,-6155.5908,1374.442528293004,2717.139568521739,-0.581389192,-7.232937138,2.321992121107888
21545.14138092659,-6176.829153,696.0817626642755,2918.093431425023,0.1247931465341688,-7.351499009,1.998400881995585
21545.14245659349,-6132.435197,10.36319962291464,3087.94331608528,0.8297318678675651,-7.391955107,1.653476332439099
21545.14353217843,-6022.882101,-675.4131589,3224.876236616728,1.525945748115556,-7.353861866,1.290885245881456
21545.14460766626,-5849.337137,-1353.950293,3327.431837917296,2.206049058888563,-7.237607433,0.9144804350388128
21545.1456830248,-5613.653168,-2018.017609,3394.515976204513,2.862814454264752,-7.044410375,0.5282683729100711
21545.14675823004,-5318.346057,-2660.544583,3425.415625032724,3.489265298865002,-6.77630606,0.1363584627193381
21545.14783326441,-4966.56608,-3274.694935,3419.805271585527,4.078747211006116,-6.43612369,-0.257079822
21545.14890811095,-4562.065031,-3853.935878,3377.749727224441,4.624994251771882,-6.027457945,-0.647858606
21545.14998273187,-4109.165648,-4392.097637,3299.705359023144,5.122185820168152,-5.554642504,-1.031808058
21545.15105711707,-3612.696346,-4883.465309,3186.512831916312,5.565033000350323,-5.022686405,-1.404838146
21545.15213125702,-3077.94799,-5322.823928,3039.387838721344,5.94881997624895,-4.437230646,-1.762972
21545.15320513713,-2510.620576,-5705.512332,2859.909179155548,6.2694538593993,-3.804493723,-2.102386609
21545.1542787615,-1916.749628,-6027.481158,2649.997722804497,6.523516662628979,-3.131192912,-2.419461396
